setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	core_enrichment
KEGG_RIBOSOME	90	-0.467779183184586	-2.2073280118656	1.64618887807322e-06	0.000226645957417517	0.000155991144781287	5487	tags=62%, list=29%, signal=44%	ENSRNOG00000015335/ENSRNOG00000018795/ENSRNOG00000034237/ENSRNOG00000020982/ENSRNOG00000023344/ENSRNOG00000042886/ENSRNOG00000000490/ENSRNOG00000025936/ENSRNOG00000020674/ENSRNOG00000004741/ENSRNOG00000032825/ENSRNOG00000048927/ENSRNOG00000060449/ENSRNOG00000004214/ENSRNOG00000031315/ENSRNOG00000021035/ENSRNOG00000020618/ENSRNOG00000019971/ENSRNOG00000014641/ENSRNOG00000003201/ENSRNOG00000016220/ENSRNOG00000019007/ENSRNOG00000009378/ENSRNOG00000032847/ENSRNOG00000054626/ENSRNOG00000067139/ENSRNOG00000011893/ENSRNOG00000016580/ENSRNOG00000019453/ENSRNOG00000008555/ENSRNOG00000037897/ENSRNOG00000017418/ENSRNOG00000018645/ENSRNOG00000019106/ENSRNOG00000008140/ENSRNOG00000024603/ENSRNOG00000000505/ENSRNOG00000056765/ENSRNOG00000016896/ENSRNOG00000001148/ENSRNOG00000018320/ENSRNOG00000016961/ENSRNOG00000033803/ENSRNOG00000008373/ENSRNOG00000011494/ENSRNOG00000068956/ENSRNOG00000001611/ENSRNOG00000014179/ENSRNOG00000033152/ENSRNOG00000011138/ENSRNOG00000013874/ENSRNOG00000070974/ENSRNOG00000027503/ENSRNOG00000058909/ENSRNOG00000016411/ENSRNOG00000038746
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	178	-0.364773946076117	-1.87437639006487	2.49061491667601e-06	0.000226645957417517	0.000155991144781287	4030	tags=39%, list=22%, signal=31%	ENSRNOG00000016782/ENSRNOG00000028713/ENSRNOG00000000838/ENSRNOG00000047307/ENSRNOG00000022256/ENSRNOG00000006934/ENSRNOG00000015654/ENSRNOG00000011205/ENSRNOG00000015773/ENSRNOG00000018706/ENSRNOG00000054764/ENSRNOG00000028015/ENSRNOG00000002032/ENSRNOG00000013170/ENSRNOG00000008759/ENSRNOG00000028548/ENSRNOG00000016804/ENSRNOG00000014504/ENSRNOG00000019695/ENSRNOG00000007270/ENSRNOG00000009468/ENSRNOG00000014378/ENSRNOG00000007664/ENSRNOG00000054218/ENSRNOG00000007002/ENSRNOG00000049828/ENSRNOG00000013265/ENSRNOG00000034290/ENSRNOG00000003305/ENSRNOG00000004649/ENSRNOG00000008336/ENSRNOG00000010695/ENSRNOG00000019264/ENSRNOG00000028594/ENSRNOG00000058856/ENSRNOG00000006311/ENSRNOG00000067968/ENSRNOG00000015027/ENSRNOG00000051015/ENSRNOG00000018461/ENSRNOG00000002227/ENSRNOG00000024390/ENSRNOG00000015068/ENSRNOG00000010906/ENSRNOG00000023664/ENSRNOG00000026647/ENSRNOG00000013963/ENSRNOG00000022298/ENSRNOG00000031312/ENSRNOG00000006319/ENSRNOG00000060237/ENSRNOG00000016326/ENSRNOG00000014171/ENSRNOG00000031162/ENSRNOG00000063618/ENSRNOG00000011984/ENSRNOG00000015668/ENSRNOG00000012074/ENSRNOG00000016308/ENSRNOG00000028598/ENSRNOG00000004332/ENSRNOG00000002244/ENSRNOG00000047647/ENSRNOG00000053384/ENSRNOG00000000187/ENSRNOG00000010278/ENSRNOG00000018414/ENSRNOG00000014464/ENSRNOG00000006736
KEGG_CELL_CYCLE	119	0.424645787962316	1.92869933584149	4.85598630188563e-06	0.000294596502314395	0.00020275872628926	5578	tags=50%, list=30%, signal=36%	ENSRNOG00000018815/ENSRNOG00000011519/ENSRNOG00000012558/ENSRNOG00000009867/ENSRNOG00000015423/ENSRNOG00000006921/ENSRNOG00000026446/ENSRNOG00000063216/ENSRNOG00000021248/ENSRNOG00000007906/ENSRNOG00000005021/ENSRNOG00000012153/ENSRNOG00000007249/ENSRNOG00000006304/ENSRNOG00000016029/ENSRNOG00000059059/ENSRNOG00000010760/ENSRNOG00000018999/ENSRNOG00000017536/ENSRNOG00000005330/ENSRNOG00000032778/ENSRNOG00000004130/ENSRNOG00000008841/ENSRNOG00000065659/ENSRNOG00000008459/ENSRNOG00000015389/ENSRNOG00000024241/ENSRNOG00000000604/ENSRNOG00000001265/ENSRNOG00000031656/ENSRNOG00000025028/ENSRNOG00000008314/ENSRNOG00000058539/ENSRNOG00000029885/ENSRNOG00000015708/ENSRNOG00000002105/ENSRNOG00000016316/ENSRNOG00000006735/ENSRNOG00000005290/ENSRNOG00000024043/ENSRNOG00000010027/ENSRNOG00000001833/ENSRNOG00000003703/ENSRNOG00000014173/ENSRNOG00000003139/ENSRNOG00000058914/ENSRNOG00000005615/ENSRNOG00000051965/ENSRNOG00000011241/ENSRNOG00000050482/ENSRNOG00000000521/ENSRNOG00000002951/ENSRNOG00000010756/ENSRNOG00000014052/ENSRNOG00000002833/ENSRNOG00000018510/ENSRNOG00000070046/ENSRNOG00000037509/ENSRNOG00000018296/ENSRNOG00000009134
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	48	-0.530474983067706	-2.1677522221879	2.62978584185405e-05	0.00119655255804359	0.000823538197843768	4888	tags=69%, list=26%, signal=51%	ENSRNOG00000046357/ENSRNOG00000023150/ENSRNOG00000013141/ENSRNOG00000002331/ENSRNOG00000017597/ENSRNOG00000006364/ENSRNOG00000011329/ENSRNOG00000013009/ENSRNOG00000007023/ENSRNOG00000052070/ENSRNOG00000037815/ENSRNOG00000007895/ENSRNOG00000013000/ENSRNOG00000006807/ENSRNOG00000026235/ENSRNOG00000046891/ENSRNOG00000009889/ENSRNOG00000050585/ENSRNOG00000011497/ENSRNOG00000015290/ENSRNOG00000016727/ENSRNOG00000002342/ENSRNOG00000010133/ENSRNOG00000017895/ENSRNOG00000004027/ENSRNOG00000014645/ENSRNOG00000006116/ENSRNOG00000018630/ENSRNOG00000057988/ENSRNOG00000058249/ENSRNOG00000011452/ENSRNOG00000017512/ENSRNOG00000012436
KEGG_PARKINSONS_DISEASE	114	-0.378866090093621	-1.84314287941217	5.28732592492788e-05	0.00137470474048125	0.000946153060250252	3337	tags=33%, list=18%, signal=28%	ENSRNOG00000001170/ENSRNOG00000018289/ENSRNOG00000016660/ENSRNOG00000059061/ENSRNOG00000001991/ENSRNOG00000013505/ENSRNOG00000018117/ENSRNOG00000032134/ENSRNOG00000012944/ENSRNOG00000069121/ENSRNOG00000061684/ENSRNOG00000006375/ENSRNOG00000006901/ENSRNOG00000015385/ENSRNOG00000014625/ENSRNOG00000008890/ENSRNOG00000017571/ENSRNOG00000024309/ENSRNOG00000015320/ENSRNOG00000022980/ENSRNOG00000010830/ENSRNOG00000002840/ENSRNOG00000018281/ENSRNOG00000017032/ENSRNOG00000022448/ENSRNOG00000071176/ENSRNOG00000029912/ENSRNOG00000001596/ENSRNOG00000030237/ENSRNOG00000017817/ENSRNOG00000017446/ENSRNOG00000039980/ENSRNOG00000012457/ENSRNOG00000003163/ENSRNOG00000014078/ENSRNOG00000019851/ENSRNOG00000004526/ENSRNOG00000016952
KEGG_OXIDATIVE_PHOSPHORYLATION	114	-0.37875119638886	-1.84258393386556	5.28732592492788e-05	0.00137470474048125	0.000946153060250252	3097	tags=32%, list=17%, signal=26%	ENSRNOG00000000064/ENSRNOG00000001170/ENSRNOG00000016660/ENSRNOG00000059061/ENSRNOG00000001991/ENSRNOG00000011891/ENSRNOG00000018117/ENSRNOG00000032134/ENSRNOG00000063197/ENSRNOG00000069121/ENSRNOG00000061684/ENSRNOG00000006901/ENSRNOG00000014625/ENSRNOG00000048320/ENSRNOG00000017571/ENSRNOG00000024309/ENSRNOG00000015320/ENSRNOG00000022980/ENSRNOG00000019655/ENSRNOG00000006542/ENSRNOG00000002840/ENSRNOG00000018281/ENSRNOG00000017032/ENSRNOG00000071176/ENSRNOG00000008218/ENSRNOG00000001596/ENSRNOG00000030237/ENSRNOG00000017817/ENSRNOG00000017446/ENSRNOG00000012457/ENSRNOG00000003163/ENSRNOG00000014078/ENSRNOG00000019851/ENSRNOG00000015566/ENSRNOG00000004526/ENSRNOG00000016952
KEGG_ALZHEIMERS_DISEASE	149	-0.358432612341706	-1.79727534788822	4.57014410873871e-05	0.00137470474048125	0.000946153060250252	3337	tags=32%, list=18%, signal=26%	ENSRNOG00000001170/ENSRNOG00000021150/ENSRNOG00000016660/ENSRNOG00000059061/ENSRNOG00000017912/ENSRNOG00000001991/ENSRNOG00000018117/ENSRNOG00000019112/ENSRNOG00000012439/ENSRNOG00000032134/ENSRNOG00000003049/ENSRNOG00000012944/ENSRNOG00000004060/ENSRNOG00000004649/ENSRNOG00000069121/ENSRNOG00000061684/ENSRNOG00000001804/ENSRNOG00000006901/ENSRNOG00000020941/ENSRNOG00000014625/ENSRNOG00000017571/ENSRNOG00000024309/ENSRNOG00000015320/ENSRNOG00000022980/ENSRNOG00000002840/ENSRNOG00000018281/ENSRNOG00000016770/ENSRNOG00000017032/ENSRNOG00000071176/ENSRNOG00000018630/ENSRNOG00000052795/ENSRNOG00000068243/ENSRNOG00000001596/ENSRNOG00000030237/ENSRNOG00000031312/ENSRNOG00000025053/ENSRNOG00000017817/ENSRNOG00000017446/ENSRNOG00000012457/ENSRNOG00000018454/ENSRNOG00000003163/ENSRNOG00000014078/ENSRNOG00000019851/ENSRNOG00000001953/ENSRNOG00000007104/ENSRNOG00000004526/ENSRNOG00000016952
KEGG_CELL_ADHESION_MOLECULES_CAMS	102	-0.390458305871697	-1.89167170892797	8.10478610633955e-05	0.00184383883919225	0.00126903887717685	3563	tags=39%, list=19%, signal=32%	ENSRNOG00000015430/ENSRNOG00000027954/ENSRNOG00000000699/ENSRNOG00000036711/ENSRNOG00000021243/ENSRNOG00000007922/ENSRNOG00000001989/ENSRNOG00000003365/ENSRNOG00000046007/ENSRNOG00000001926/ENSRNOG00000059947/ENSRNOG00000054495/ENSRNOG00000000655/ENSRNOG00000018668/ENSRNOG00000066773/ENSRNOG00000014333/ENSRNOG00000042848/ENSRNOG00000003654/ENSRNOG00000019977/ENSRNOG00000020277/ENSRNOG00000020884/ENSRNOG00000011927/ENSRNOG00000020679/ENSRNOG00000021103/ENSRNOG00000020129/ENSRNOG00000046196/ENSRNOG00000017980/ENSRNOG00000023109/ENSRNOG00000004414/ENSRNOG00000019728/ENSRNOG00000003171/ENSRNOG00000033215/ENSRNOG00000010283/ENSRNOG00000002176/ENSRNOG00000050071/ENSRNOG00000026762/ENSRNOG00000030889/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000006403
KEGG_LYSOSOME	110	-0.382309778233365	-1.86137080889824	9.44589109499011e-05	0.001910169088098	0.00131469127520915	2805	tags=31%, list=15%, signal=26%	ENSRNOG00000017977/ENSRNOG00000050697/ENSRNOG00000049281/ENSRNOG00000000571/ENSRNOG00000008786/ENSRNOG00000019708/ENSRNOG00000032381/ENSRNOG00000012062/ENSRNOG00000019655/ENSRNOG00000006542/ENSRNOG00000015857/ENSRNOG00000003931/ENSRNOG00000031814/ENSRNOG00000006865/ENSRNOG00000011513/ENSRNOG00000014997/ENSRNOG00000006963/ENSRNOG00000018566/ENSRNOG00000016496/ENSRNOG00000069796/ENSRNOG00000014956/ENSRNOG00000001415/ENSRNOG00000021155/ENSRNOG00000009325/ENSRNOG00000020206/ENSRNOG00000025274/ENSRNOG00000021157/ENSRNOG00000007650/ENSRNOG00000006813/ENSRNOG00000023830/ENSRNOG00000011054/ENSRNOG00000019854/ENSRNOG00000027096/ENSRNOG00000014064
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	32	-0.562901742341679	-2.13675716753294	0.000144526960777278	0.00263039068614646	0.00181039035078906	2352	tags=41%, list=13%, signal=36%	ENSRNOG00000019264/ENSRNOG00000066773/ENSRNOG00000006311/ENSRNOG00000046196/ENSRNOG00000014171/ENSRNOG00000023109/ENSRNOG00000033215/ENSRNOG00000010283/ENSRNOG00000010278/ENSRNOG00000026762/ENSRNOG00000032708/ENSRNOG00000014464/ENSRNOG00000049491
